Comments,HateSpeech
ভুলতে পারি নি ছেড়ে যাওয়া মানুষ টা কে ,0
"হারিয়ে যায় না, বেইমান হয়ে যায় ",0
বেডিরে বুড়ি বুড়ি লাগতাছে,1
আর কতো দালালি চুদাবি?আর কতো টুনটুনি চুষবি?,1
আসার সময় রাজারবাগ পু‌লিশ লাইন হ‌য়ে আ‌সিস ওখা‌নে ভা‌লো ঘোড়া আ‌ছে,0
পাডা কোন ভাষা জ্ঞান নেই,0
তোরাই আবার মারা খাইয়া ম্যা ম্যা করোস।,1
আমিও অ্যাটেন্ড করতে পারি নাই,0
বাহ্ চুদির ভাই,1
কেউ কি এর ভিডিও দেখে না বিয়ে দিয়ে দিলে তো হয় লুচ্চা মাইয়া ,1
মাদারচোদের সাপোর্ট করে কে হে ভুয়া ভিডিও দে।,1
বিড়িখোর কিছুই হবে না,0
এত বড় দুধ কিভাবে সম্ভব,0
চোরের গলা বড় গলা।,1
এই লেডিসকে ল্যাংটা কইরা. আর বললাম না,1
ওরে একটু চুদেন ভাই,1
এসব কুলাঙ্গার দের দিয়ে নাটক সাজানো হচ্ছে,1
সেরা অভিনেতা সাদ্দাম মাল,0
তুই টাকার জন্য কতটা নোংরা হচ্ছিস,1
"বলতে লজ্জাও করছে না, বাচ্চারা মাটিতে বসছে, ঘরের ছাদ ভেঙে পড়ছে, তাও খুব ভালো চলছে, ছি ছি ,",1
এদের ভিডিও কেনে আয় ভাই আমার ফোনেই বাল,1
চোর বাটপারই নামাজ পড়ে ছবি দেয় মানুষ দেখায়,1
দিদি আমার যদি মন খারাপ থাকে তাহলে দিদি আমি আপনার ভিডিও সব সময়  দেখে হাসতে হাসতে মন ভালো হয়ে যায়,0
এই ভাই টার মত আল্লাহতালা একদিন আমার স্বপ্নটা পূরণ করবে ইনশাল্লাহ,0
মেয়ে হয়ে ছেলেদের গায়ে হাত দিতে পারলে ছেলে হলে গায়ে হাত দিলে সমস্যা কি ছেলে মেয়ের সবার সমান অধিকার,0
চুদানির ভাইয়ের এতো দেশ প্রেম কিন্তু পরিবার রাখে আমেরিকায়,1
সবাই পাইছে সর্নের খুনি আমি পাইছি চোরের খুনি।,1
"এটাই হলো, ক্ষমতার অপব্যবহার স্বৈরাচারী কায়দায় ক্ষমতার অপব্যবহার।",1
নিশ্চয় তোমাদের মা বাবার ঠিক নেই।,0
ঢ্যামনা বুড়ো ,0
মনটা পাথর হয়ে গেলে এরকম ই হয় আপি,0
পমপম হেব্বি ,1
ডাইলোক একটাই বয়কট,1
রেমিট্যান্স পুটকি দিয়ে ডুকিয়ে দেব ,1
কয়েক যুগের কথা ক‍্যামনে মনে রাখছেন বিজ্ঞাপনের নাম গুলি? ,0
